number,respondent_role,we_organise_and_host_carpentries_workshops,we_contribute_as_instructors_helpers_to_workshops,we_manage_an_institutional_carpentries_membership,we_coordinate_a_local_carpentries_community,we_are_not_involved_yet_but_would_like_to_learn_more,we_are_not_involved_as_a_library_but_i_am_personally,other_10,teaching_and_learning,collections_management_and_acquisitions,scholarly_communication_publishing_services_open_access,digital_library_management,information_and_data_analytics,research_data_management,research_and_development_digital_projects,metadata_and_data_conversion_cataloging,reference_and_user_services,library_it_digital_library_services,other_21,library_carpentry,data_carpentry,software_carpentry,no_but_i_plan_to_do_so,no,other_27,last_workshop_attended,git,introduction_to_data_for_archivists,open_refine,python,r,regular_expressions,spreadsheets_tidy_data,sql,unix_shell,web_scraping,i_do_not_remember,other_40,in_a_new_work_area_or_project,my_own_work_area_s,i_have_suggested_tools_to_others_and_explained_how_they_work,other_44,application_frequency,reorganising_and_cleaning_spreadsheets,using_version_control,transforming_workflows_into_scripts,scraping_or_mining_web_content,improving_data_management_and_project_organisation,using_programming_languages_r_python,reusing_code,creating_processable_reports_e_g_r_markdown_jupyter_notebook,what_other_behaviours_routines_have_you_adopted_as_a_result_of_completing_a_carpentries_workshop,stronger_confidence_in_learning_new_technical_skills,encouraging_skills_development_of_staff,decision_making_on_technical_solutions_in_libraries,recruitment_of_technical_and_or_analytical_staff,improved_relationships_with_academic_or_technical_partners,rethinking_current_approaches_for_data_processing_and_management_in_my_unit_department,other_61,used_carpentry_self_guided_material,used_non_carpentry_self_guided_material,contributed_as_an_instructor_helper_to_a_carpentry_workshop,participated_in_a_short_course_or_workshop_up_to_4_days,participated_in_a_semester_long_course,other_67,i_have_joined_the_carpentries_community_as_an_instructor,i_recommended_the_workshops_to_other_colleagues_and_friends,i_have_promoted_membership_to_the_head_of_my_institution,i_have_organised_workshops_or_sessions,i_contributed_to_carpentries_workshops_as_a_helper,other_73,what_other_topics_should_the_library_carpentry_curriculum_include,do_you_have_any_other_suggestions_on_how_library_carpentry_could_support_you_in_your_work,we_would_like_to_quote_you_please_share_a_short_statement_on_how_you_personally_benefitted_from_your_workshop_participation_or_further_engagement_with_the_carpentries,how_would_you_classify_your_institution_organisation,other_78,size_of_your_overall_institution_in_terms_of_staff_academic_and_administrative,other_80,size_of_your_overall_institution_in_terms_of_fte_enrolled_students,size_of_the_library_in_terms_of_fte_staff,is_there_anything_else_you_would_like_to_share,start_date_utc,submit_date_utc,network_id
g8wiih8or8xt5rm45g8wihiaydctrxxk,As an individual,NA,We contribute as instructors/helpers to workshops.,NA,NA,NA,NA,"We organise and host ""based on carpentries"" workshops/hacky hours",Teaching and Learning,NA,"Scholarly communication, publishing services, open access",NA,NA,NA,NA,NA,Reference and user services,NA,NA,Library Carpentry,Data Carpentry,Software Carpentry,NA,NA,NA,0-6 months ago,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Instructor training bonus module,NA,My own work area(s),NA,NA,Monthly,6,3,0,0,6,0,0,0,I've applied some of the instructor methodology to my other teaching.,Stronger confidence in learning new technical skills,Encouraging skills development of staff,NA,NA,Improved relationships with academic or technical partners,Rethinking current approaches for data processing and management in my unit/department,NA,NA,NA,Contributed as an instructor/helper to a Carpentry workshop,NA,NA,"Contributed to design and delivery of ""based on carpentries"" workshops",I have joined The Carpentries community as an instructor,I recommended the workshops to other colleagues and friends,NA,I have organised workshops or sessions,I contributed to Carpentries workshops as a helper,NA,"More on data and project management, and more on managing versions and collaborating beyond git.",NA,The Carpentries supports my skill development to allow me to be an agile employee that can face the challenges of a changing workplace with confidence.,University,NA,at least 2000 but fewer than 5000,NA,at least 20000,at least 100 but fewer than 250,NA,2021-06-21T22:38:52Z,2021-06-21,6a93e894da
b7jitwgky70srh75kb7jiymrwf1985ml,As an individual,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scholarly communication, publishing services, open access",NA,NA,Research data management,NA,NA,NA,NA,NA,Library Carpentry,NA,NA,NA,NA,NA,More than 1 year ago,NA,NA,OpenRefine,Python,NA,Regular Expressions,NA,NA,Unix Shell,NA,NA,NA,In a new work area or project,My own work area(s),I have suggested tools to others and explained how they work,NA,NA,6,1,1,1,2,2,1,1,Use of Open Refine,Stronger confidence in learning new technical skills,Encouraging skills development of staff,Decision-making on technical solutions in libraries,NA,Improved relationships with academic or technical partners,NA,NA,NA,NA,Contributed as an instructor/helper to a Carpentry workshop,NA,NA,NA,NA,I recommended the workshops to other colleagues and friends,NA,NA,NA,NA,NA,Advocacy to library management,Learning skills from The Carpentries was a threshold concept for me - it blew my perceptions of research wide open and allowed me to talk with researchers and technical staff as equals.,NA,NA,at least 200 but fewer than 500,NA,at least 1000 but fewer than 5000,at least 50 but fewer than 100,NA,2021-06-21T22:49:58Z,2021-06-21,7de89ba82f
dzpbghqsttf76ji1soou8dzpbghqijui,As a representative of a member institution,We organise and host Carpentries workshops.,We contribute as instructors/helpers to workshops.,We manage an institutional Carpentries membership.,NA,NA,NA,NA,NA,NA,NA,NA,Information and data analytics,NA,NA,NA,NA,NA,NA,Library Carpentry,Data Carpentry,Software Carpentry,NA,NA,NA,7-12 months ago,NA,NA,NA,NA,NA,NA,Spreadsheets/tidy data,NA,NA,NA,NA,NA,NA,My own work area(s),NA,NA,Weekly,NA,3,4,0,6,5,4,2,It resulted in a new role -  I now help people with computation and data analysis/visualization.,Stronger confidence in learning new technical skills,Encouraging skills development of staff,NA,NA,NA,Rethinking current approaches for data processing and management in my unit/department,NA,Used Carpentry self-guided material,Used non-Carpentry self-guided material,Contributed as an instructor/helper to a Carpentry workshop,NA,NA,NA,I have joined The Carpentries community as an instructor,I recommended the workshops to other colleagues and friends,I have promoted membership to the head of my institution,I have organised workshops or sessions,I contributed to Carpentries workshops as a helper,NA,na,na,na,University,NA,at least 10000,NA,at least 20000,at least 100 but fewer than 250,NA,2021-06-21T16:15:00Z,2021-06-21,74b71464a6
ohywbw28vkvznreisohyihzksqv5qtws,As a representative of a member institution,NA,We contribute as instructors/helpers to workshops.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Have not attended a Carpentries Workshop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Less than once a year,0,0,0,NA,NA,NA,NA,NA,not applicable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not attended,NA,I recommended the workshops to other colleagues and friends,NA,NA,NA,NA,don't know,Library examples for data and case studies,not applicable,University,NA,at least 10000,NA,at least 20000,at least 50 but fewer than 100,The survey was not what we expected.  It was not clear from your email that you wanted responses from practioners.  The email indicated you wanted a 'representative' to answer.,2021-06-21T06:45:15Z,2021-06-21,6a93e894da
0q1u98lmy3xfomcb90q1u98lc38avgjz,NA,NA,NA,NA,NA,NA,NA,NA,Teaching and Learning,NA,"Scholarly communication, publishing services, open access",NA,NA,NA,NA,NA,Reference and user services,NA,NA,NA,Data Carpentry,NA,NA,NA,NA,0-6 months ago,NA,NA,OpenRefine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,My own work area(s),NA,NA,Several times per year,3,0,0,0,0,0,0,0,None,NA,NA,NA,NA,NA,Rethinking current approaches for data processing and management in my unit/department,NA,NA,NA,NA,NA,NA,NA,NA,I recommended the workshops to other colleagues and friends,NA,NA,NA,NA,I don't know enough about the Carpentries yet.,Not yet,I was able to interrogate data in a way which revealed a problem that needed to be addressed.,University,NA,at least 500 but fewer than 2000,NA,at least 20000,at least 10 but fewer than 50,Not really,2021-06-21T00:49:47Z,2021-06-21,94c0d4aa0b
p825ryiiwfhyl9sp82q423c72cx2ogd2,As an individual,We organise and host Carpentries workshops.,We contribute as instructors/helpers to workshops.,NA,NA,NA,NA,NA,Teaching and Learning,NA,NA,NA,NA,NA,NA,NA,Reference and user services,"Library IT, digital library services",NA,NA,NA,NA,"No, but I plan to do so",NA,NA,Have not attended a Carpentries Workshop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,University,NA,at least 5000 but fewer than 10000,NA,at least 10000 but fewer than 20000,at least 250 but fewer than 500,NA,2021-06-17T16:21:39Z,2021-06-17,a02699f0ff
ivvbjw9nu3e2tz2mraj6yygivvbjwvvq,As an individual,We organise and host Carpentries workshops.,We contribute as instructors/helpers to workshops.,NA,NA,NA,NA,NA,Teaching and Learning,NA,NA,NA,NA,Research data management,NA,NA,Reference and user services,NA,NA,Library Carpentry,NA,Software Carpentry,NA,NA,NA,0-6 months ago,NA,NA,OpenRefine,NA,R,NA,Spreadsheets/tidy data,NA,NA,NA,NA,NA,In a new work area or project,My own work area(s),I have suggested tools to others and explained how they work,NA,Weekly,5,3,1,1,5,5,4,5,Being able to speak with more confidence about data science workflows and find overlap between the data management work that I do and the data science work of my colleagues.,Stronger confidence in learning new technical skills,NA,NA,Recruitment of technical and/or analytical staff,Improved relationships with academic or technical partners,Rethinking current approaches for data processing and management in my unit/department,NA,Used Carpentry self-guided material,NA,Contributed as an instructor/helper to a Carpentry workshop,NA,NA,NA,I have joined The Carpentries community as an instructor,NA,NA,I have organised workshops or sessions,NA,NA,I would love for the webscraping curriculum to be updated.,More community support for maintainers and info about how to be an LC maintainer,The Carpentries is an amazing resource for librarians who want to expand their technical skills and join a community excited about teaching and learning.,University,NA,at least 10000,NA,at least 1000 but fewer than 5000,at least 50 but fewer than 100,NA,2021-06-17T16:06:11Z,2021-06-17,929371185d
wvn89082kvvarwvn8a5xljv0vsk70pns,As an individual,NA,NA,NA,NA,NA,We are not involved as a library but I am personally.,NA,NA,NA,NA,NA,NA,Research data management,NA,NA,NA,NA,NA,Library Carpentry,Data Carpentry,Software Carpentry,NA,NA,NA,More than 1 year ago,Git,NA,OpenRefine,NA,NA,Regular Expressions,Spreadsheets/tidy data,SQL,Unix Shell,NA,NA,NA,In a new work area or project,My own work area(s),I have suggested tools to others and explained how they work,NA,Several times per year,5,3,4,0,6,3,3,1,NA,Stronger confidence in learning new technical skills,Encouraging skills development of staff,Decision-making on technical solutions in libraries,NA,Improved relationships with academic or technical partners,Rethinking current approaches for data processing and management in my unit/department,automated repetitive tasks,Used Carpentry self-guided material,Used non-Carpentry self-guided material,Contributed as an instructor/helper to a Carpentry workshop,Participated in a short course or workshop (up to 4 days),NA,started a community of practice at work,I have joined The Carpentries community as an instructor,I recommended the workshops to other colleagues and friends,NA,I have organised workshops or sessions,I contributed to Carpentries workshops as a helper,NA,perhaps finalise the alpha and beta lessons first?,NA,"The Carpentry workshops didn’t teach me everything but they equipped me with the skills and confidence to change how I interact with data and approach data problems. I have since become a certified instructor, and have not stopped sharing and learning data and digital skills with like-minded colleagues. I’m now pursuing a formal qualification in data science, which I wouldn’t even dream of doing if I have never been involved in the Carpentries community.",University,NA,NA,NA,NA,at least 50 but fewer than 100,NA,2021-06-17T08:25:31Z,2021-06-17,284431ad7c
qfx8qo83jqc2neq5rqfx8qo5w80keh15,As an individual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Research data management,NA,NA,NA,NA,NA,Library Carpentry,NA,Software Carpentry,NA,NA,NA,More than 1 year ago,Git,NA,OpenRefine,NA,R,NA,NA,NA,Unix Shell,NA,NA,NA,NA,NA,I have suggested tools to others and explained how they work,NA,Less than once a year,0,0,0,0,1,0,0,1,NA,NA,Encouraging skills development of staff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I recommended the workshops to other colleagues and friends,NA,NA,NA,NA,NA,NA,NA,University,NA,at least 2000 but fewer than 5000,NA,at least 20000,at least 100 but fewer than 250,NA,2021-06-17T05:58:19Z,2021-06-17,bb1369c613
u2i7tneepsv8hrp8w8mu2i7tn1wlqhah,As a representative of a member institution,We organise and host Carpentries workshops.,We contribute as instructors/helpers to workshops.,NA,NA,NA,NA,NA,Teaching and Learning,NA,"Scholarly communication, publishing services, open access",NA,NA,Research data management,NA,NA,NA,NA,NA,Library Carpentry,NA,Software Carpentry,NA,NA,NA,0-6 months ago,NA,NA,NA,Python,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I have suggested tools to others and explained how they work,NA,Less than once a year,1,1,0,0,3,0,0,0,Better judgement when advising based on understanding,Stronger confidence in learning new technical skills,NA,Decision-making on technical solutions in libraries,NA,Improved relationships with academic or technical partners,NA,NA,Used Carpentry self-guided material,Used non-Carpentry self-guided material,NA,Participated in a short course or workshop (up to 4 days),NA,NA,NA,I recommended the workshops to other colleagues and friends,NA,I have organised workshops or sessions,I contributed to Carpentries workshops as a helper,NA,NA,NA,NA,University,NA,at least 2000 but fewer than 5000,NA,at least 20000,at least 100 but fewer than 250,NA,2021-06-17T04:17:02Z,2021-06-17,86fd7e3182
tw48z89okamy7yzjrkmtw48zuaad3bqa,As a representative of a member institution,We organise and host Carpentries workshops.,We contribute as instructors/helpers to workshops.,We manage an institutional Carpentries membership.,NA,NA,NA,NA,Teaching and Learning,NA,NA,NA,NA,Research data management,NA,NA,NA,NA,NA,Library Carpentry,NA,NA,NA,NA,NA,7-12 months ago,NA,NA,OpenRefine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,My own work area(s),NA,NA,Monthly,3,3,0,0,0,3,0,0,NA,Stronger confidence in learning new technical skills,NA,NA,NA,Improved relationships with academic or technical partners,Rethinking current approaches for data processing and management in my unit/department,NA,Used Carpentry self-guided material,Used non-Carpentry self-guided material,Contributed as an instructor/helper to a Carpentry workshop,NA,NA,NA,I have joined The Carpentries community as an instructor,I recommended the workshops to other colleagues and friends,NA,NA,I contributed to Carpentries workshops as a helper,NA,"Data curation, research data management, FAIR data, and research reproducibility",NA,NA,Public research organisation,NA,at least 10000,NA,at least 10000 but fewer than 20000,at least 100 but fewer than 250,NA,2021-06-16T23:36:52Z,2021-06-16,5d781c73cd
faj5kiuphq8bxfizjfaj5kujpnot5r5e,As a representative of a member institution,We organise and host Carpentries workshops.,We contribute as instructors/helpers to workshops.,We manage an institutional Carpentries membership.,We coordinate a local Carpentries community.,NA,NA,NA,Teaching and Learning,Collections management and acquisitions,NA,NA,NA,NA,NA,NA,Reference and user services,NA,NA,Library Carpentry,NA,Software Carpentry,NA,NA,NA,More than 1 year ago,Git,NA,OpenRefine,Python,NA,Regular Expressions,NA,NA,Unix Shell,NA,NA,NA,In a new work area or project,My own work area(s),I have suggested tools to others and explained how they work,NA,Weekly,3,3,1,5,3,6,4,3,NA,NA,Encouraging skills development of staff,NA,NA,Improved relationships with academic or technical partners,NA,NA,NA,NA,Contributed as an instructor/helper to a Carpentry workshop,NA,NA,NA,I have joined The Carpentries community as an instructor,I recommended the workshops to other colleagues and friends,I have promoted membership to the head of my institution,I have organised workshops or sessions,I contributed to Carpentries workshops as a helper,NA,Up to date one day Python lesson that uses library specific use cases. Also an update to the web scraping lesson to use Python requests and Beautiful Soup as an add on to Python lesson. The current web scraping lesson is more appropriate for software developers building web crawlers in Scrapy. Scrapy is also conceptually difficult to scaffold in a half-day lesson and can leave learners feeling confused.,NA,NA,University,NA,at least 10000,NA,at least 20000,NA,NA,2021-06-16T19:33:57Z,2021-06-16,ce44f5f992
voqurvatiid7cvohi84sb1yobm0po05y,As an individual,NA,We contribute as instructors/helpers to workshops.,NA,NA,NA,NA,NA,Teaching and Learning,NA,"Scholarly communication, publishing services, open access",NA,NA,NA,NA,NA,Reference and user services,NA,NA,Library Carpentry,NA,NA,NA,NA,NA,0-6 months ago,NA,NA,OpenRefine,NA,NA,Regular Expressions,NA,NA,NA,NA,NA,NA,NA,My own work area(s),I have suggested tools to others and explained how they work,NA,Less than once a year,2,3,0,0,3,0,0,0,NA,Stronger confidence in learning new technical skills,Encouraging skills development of staff,NA,NA,NA,Rethinking current approaches for data processing and management in my unit/department,NA,NA,NA,Contributed as an instructor/helper to a Carpentry workshop,NA,NA,NA,I have joined The Carpentries community as an instructor,NA,NA,NA,I contributed to Carpentries workshops as a helper,NA,NA,NA,NA,University,NA,at least 500 but fewer than 2000,NA,at least 10000 but fewer than 20000,at least 50 but fewer than 100,NA,2021-06-16T03:33:32Z,2021-06-16,3.6186E+284
4ahcsdx0937nwugzd8cu4ahcsdeaq1o6,NA,We organise and host Carpentries workshops.,We contribute as instructors/helpers to workshops.,We manage an institutional Carpentries membership.,NA,NA,NA,NA,NA,NA,NA,NA,NA,Research data management,"Research and development, digital projects",NA,NA,NA,NA,Library Carpentry,Data Carpentry,Software Carpentry,NA,NA,NA,7-12 months ago,Git,NA,NA,NA,R,NA,NA,SQL,Unix Shell,NA,NA,NA,In a new work area or project,My own work area(s),I have suggested tools to others and explained how they work,NA,Monthly,3,5,3,3,0,3,3,2,this is difficult to answer because most skills I apply have been learned over time through many educational opportunities not solely carpentries. especially tech skills .,Stronger confidence in learning new technical skills,Encouraging skills development of staff,NA,NA,Improved relationships with academic or technical partners,NA,NA,Used Carpentry self-guided material,Used non-Carpentry self-guided material,Contributed as an instructor/helper to a Carpentry workshop,Participated in a short course or workshop (up to 4 days),Participated in a semester-long course,NA,I have joined The Carpentries community as an instructor,I recommended the workshops to other colleagues and friends,I have promoted membership to the head of my institution,I have organised workshops or sessions,I contributed to Carpentries workshops as a helper,NA,"expanded lessons on using github  pages, sparql, personal names normalization & authority sources avail via api",help us network with other instructors regionally,Pursuing Carpentries instructor certification has improved my teaching and made me a more conscientious instructor .,Private research organisation,NA,at least 5000 but fewer than 10000,NA,at least 10000 but fewer than 20000,at least 100 but fewer than 250,live coding and faded problems are two of my favorite aspects of carpentries,2021-06-16T03:20:56Z,2021-06-16,e3d75d434d
6m4aksuyr5t6r4zmm6m4aksu765t5fef,As a representative of a member institution,NA,NA,NA,NA,NA,We are not involved as a library but I am personally.,NA,NA,NA,NA,Digital library management,NA,Research data management,NA,NA,Reference and user services,NA,NA,Library Carpentry,Data Carpentry,Software Carpentry,NA,NA,NA,0-6 months ago,Git,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,My own work area(s),I have suggested tools to others and explained how they work,NA,Weekly,0,6,0,3,4,5,5,4,"teaching code for text/data mining, being confident in offering my expertise",Stronger confidence in learning new technical skills,NA,NA,NA,Improved relationships with academic or technical partners,Rethinking current approaches for data processing and management in my unit/department,NA,Used Carpentry self-guided material,Used non-Carpentry self-guided material,NA,Participated in a short course or workshop (up to 4 days),NA,NA,I have joined The Carpentries community as an instructor,I recommended the workshops to other colleagues and friends,NA,I have organised workshops or sessions,NA,NA,NA,NA,The Carpentries have inspired me to learn more about coding and have given me the confidence to share my knowledge.,University,NA,at least 500 but fewer than 2000,NA,at least 5000 but fewer than 10000,at least 50 but fewer than 100,Please offer more opportunities so that others can benefit!,2021-06-16T03:27:00Z,2021-06-16,b6750bce95
204dppq0zebjee7e204dpzeeytiiv66h,As an individual,We organise and host Carpentries workshops.,NA,NA,NA,NA,NA,NA,NA,Collections management and acquisitions,"Scholarly communication, publishing services, open access",NA,NA,NA,NA,NA,NA,NA,NA,NA,Data Carpentry,NA,NA,NA,NA,More than 1 year ago,NA,NA,OpenRefine,NA,R,NA,NA,SQL,NA,NA,NA,NA,NA,My own work area(s),I have suggested tools to others and explained how they work,NA,Monthly,3,2,1,0,2,3,5,3,Basic understanding if SQL that helps with other reporting,NA,NA,NA,NA,NA,Rethinking current approaches for data processing and management in my unit/department,NA,NA,Used non-Carpentry self-guided material,NA,NA,NA,NA,NA,I recommended the workshops to other colleagues and friends,I have promoted membership to the head of my institution,NA,NA,NA,NA,NA,NA,University,NA,at least 10000,NA,at least 10000 but fewer than 20000,at least 50 but fewer than 100,NA,2021-06-16T03:17:22Z,2021-06-16,8e85e13973
29d9ur5bmu2hrx5a7t29d9u5hu599o92,As a representative of a member institution,We organise and host Carpentries workshops.,We contribute as instructors/helpers to workshops.,We manage an institutional Carpentries membership.,We coordinate a local Carpentries community.,NA,NA,NA,Teaching and Learning,NA,NA,NA,NA,Research data management,"Research and development, digital projects",NA,NA,NA,NA,Library Carpentry,Data Carpentry,Software Carpentry,NA,NA,NA,0-6 months ago,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,My own work area(s),I have suggested tools to others and explained how they work,NA,Monthly,4,5,3,2,6,4,3,5,"organization in spreadsheets, using the Bash more",Stronger confidence in learning new technical skills,Encouraging skills development of staff,NA,NA,Improved relationships with academic or technical partners,NA,NA,Used Carpentry self-guided material,Used non-Carpentry self-guided material,Contributed as an instructor/helper to a Carpentry workshop,Participated in a short course or workshop (up to 4 days),NA,NA,I have joined The Carpentries community as an instructor,I recommended the workshops to other colleagues and friends,I have promoted membership to the head of my institution,I have organised workshops or sessions,I contributed to Carpentries workshops as a helper,NA,Intro to data management best practices,Teaching opportunities and collaborations,The Carpentries helped me become a better instructor.,University,NA,at least 10000,NA,at least 20000,at least 250 but fewer than 500,Keep up the good work and looking forward to new lesson topics,2021-06-14T21:55:21Z,2021-06-15,19a9f92794
73oxfvcjxcs86lgsa73oxgnubnacce6r,As an individual,We organise and host Carpentries workshops.,We contribute as instructors/helpers to workshops.,NA,NA,NA,NA,NA,NA,NA,"Scholarly communication, publishing services, open access",NA,NA,NA,NA,NA,NA,"Library IT, digital library services",NA,Library Carpentry,NA,Software Carpentry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spreadsheets/tidy data,NA,NA,NA,NA,NA,NA,NA,NA,NA,Several times per year,1,0,0,0,1,3,6,1,Understanding how learning works,Stronger confidence in learning new technical skills,Encouraging skills development of staff,NA,NA,NA,Rethinking current approaches for data processing and management in my unit/department,NA,Used Carpentry self-guided material,NA,Contributed as an instructor/helper to a Carpentry workshop,NA,NA,NA,I have joined The Carpentries community as an instructor,I recommended the workshops to other colleagues and friends,NA,NA,NA,NA,NA,NA,NA,University,NA,at least 5000 but fewer than 10000,NA,at least 20000,at least 50 but fewer than 100,NA,2021-06-15T21:12:52Z,2021-06-15,3c34527448
r4btpd5h5iyhee6r4btpdzessq9v91oz,As an individual,NA,NA,NA,NA,NA,We are not involved as a library but I am personally.,NA,Teaching and Learning,NA,NA,NA,NA,Research data management,NA,NA,Reference and user services,NA,NA,Library Carpentry,NA,Software Carpentry,NA,NA,NA,7-12 months ago,Git,NA,NA,Python,NA,NA,NA,NA,NA,NA,NA,NA,NA,My own work area(s),I have suggested tools to others and explained how they work,NA,Several times per year,5,3,0,3,6,1,1,0,NA,Stronger confidence in learning new technical skills,Encouraging skills development of staff,NA,NA,Improved relationships with academic or technical partners,Rethinking current approaches for data processing and management in my unit/department,NA,Used Carpentry self-guided material,NA,Contributed as an instructor/helper to a Carpentry workshop,NA,NA,NA,I have joined The Carpentries community as an instructor,I recommended the workshops to other colleagues and friends,I have promoted membership to the head of my institution,NA,I contributed to Carpentries workshops as a helper,NA,NA,NA,NA,Public research organisation,NA,at least 5000 but fewer than 10000,NA,at least 20000,at least 100 but fewer than 250,NA,2021-06-15T17:41:55Z,2021-06-15,915c232703
pp4cb47dwfih41aq3pp4cecpnpcwwkai,As an individual,We organise and host Carpentries workshops.,NA,We manage an institutional Carpentries membership.,NA,NA,NA,NA,Teaching and Learning,NA,"Scholarly communication, publishing services, open access",NA,NA,NA,"Research and development, digital projects",NA,NA,NA,NA,NA,Data Carpentry,NA,NA,NA,NA,More than 1 year ago,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,I have suggested tools to others and explained how they work,NA,Several times per year,3,3,1,1,3,1,1,1,NA,NA,Encouraging skills development of staff,NA,NA,NA,Rethinking current approaches for data processing and management in my unit/department,NA,Used Carpentry self-guided material,Used non-Carpentry self-guided material,NA,NA,NA,NA,NA,I recommended the workshops to other colleagues and friends,NA,NA,I contributed to Carpentries workshops as a helper,NA,NA,NA,NA,University,NA,at least 10000,NA,at least 20000,at least 100 but fewer than 250,NA,2021-06-15T15:36:57Z,2021-06-15,bbf618b09e
t5mede9x82p9e8anlrt5meda7msixiqp,As an individual,We organise and host Carpentries workshops.,NA,We manage an institutional Carpentries membership.,NA,NA,NA,NA,NA,NA,NA,Digital library management,NA,NA,NA,"Metadata and data conversion, cataloging",NA,"Library IT, digital library services",NA,Library Carpentry,Data Carpentry,NA,NA,NA,NA,More than 1 year ago,NA,NA,NA,Python,NA,NA,NA,NA,NA,NA,NA,NA,In a new work area or project,My own work area(s),NA,NA,Monthly,3,1,0,3,4,6,5,2,"The carpentries have definitely given me a knowledge of best practice for managing data. On a practical level it means being consistent with practice, and planning things in advanced. It's a slow, mundane process.",Stronger confidence in learning new technical skills,Encouraging skills development of staff,Decision-making on technical solutions in libraries,NA,Improved relationships with academic or technical partners,Rethinking current approaches for data processing and management in my unit/department,NA,Used Carpentry self-guided material,Used non-Carpentry self-guided material,NA,NA,NA,NA,I have joined The Carpentries community as an instructor,NA,NA,NA,NA,NA,"A lot of the topics are very academic and specific, more mundane classes that people can incorporate into their everyday lives would be useful. There are people in academia who aren't academics, who nonetheless work with lots of data; skills and practices target at them might reach more people. 
More LIS topics would be helpful as well, especially from a technical services perspective. Record management/manipulation, normalization rules, working with metadata, etc. would be useful.","Making sure that there is a full and complete key, with annotations, for all of the carpentries. I worked through a few of the carpentries on my own at the prompting of a carpentries instructor; some of python was wrong to the point that my computer and data scientist colleagues couldn't figure it out. It's hard for students and the instructor if the directions don't match up with data, especially for the less experienced.","A colleague peer pressured me into attending a workshop just before the beginning of the pandemic; I just completed a graduate minor program in applied data science, and am considering new trajectories in the workplace and my career because of the experience.",University,NA,Fewer than 200,NA,at least 10000 but fewer than 20000,at least 50 but fewer than 100,"This is a really great program, with lots of possibilities. My colleagues' enthusiasm for the topic has expanded my skills and interests in the topic.",2021-06-15T14:21:26Z,2021-06-15,33470dc2f0
f6y63039cdgfbpgf6y6302io6uy2nnfg,As an individual,We organise and host Carpentries workshops.,NA,NA,We coordinate a local Carpentries community.,NA,We are not involved as a library but I am personally.,NA,Teaching and Learning,Collections management and acquisitions,NA,NA,NA,NA,NA,NA,Reference and user services,NA,NA,NA,NA,NA,"No, but I plan to do so",NA,NA,Have not attended a Carpentries Workshop,Git,NA,OpenRefine,NA,NA,NA,NA,SQL,NA,NA,NA,NA,In a new work area or project,My own work area(s),I have suggested tools to others and explained how they work,NA,Monthly,3,1,0,0,0,0,1,0,NA,NA,Encouraging skills development of staff,NA,NA,NA,Rethinking current approaches for data processing and management in my unit/department,NA,Used Carpentry self-guided material,NA,NA,NA,NA,NA,NA,I recommended the workshops to other colleagues and friends,I have promoted membership to the head of my institution,I have organised workshops or sessions,NA,NA,NA,NA,NA,University,NA,at least 500 but fewer than 2000,NA,at least 20000,at least 50 but fewer than 100,NA,2021-06-15T14:31:41Z,2021-06-15,5ff4a2d61b
